x;H
36213.864072;14.823246053846669
36213.559272;14.823215026761684
36203.42627613503;14.822139174882935
36193.29328027006;14.821054955409362
36183.16028583953;14.819962087191016
36173.027288540114;14.818860427320246
36162.89429124071;14.817749830794574
36152.76129967905;14.816630149994356
36142.62830237964;14.815501215102048
36132.495305080236;14.814362890861167
36122.36230778083;14.813215018913624
36112.22931048142;14.81205743839874
36102.096318919765;14.810889985752322
36091.963327358106;14.809712492633604
36081.83032432095;14.808524786447391
36071.697332759286;14.80732669498389
36061.56432972213;14.806118036871379
36051.43133816047;14.8048986323256
36041.298346598815;14.803668293488576
36031.16534356166;14.802426828365798
36021.032351999995;14.801174088336342
36010.89934896285;14.799909802589525
36000.76636887668;14.798633797504666
35990.63336583952;14.797345859162288
35980.50036280237;14.796045777583089
35970.36738271621;14.794733338041889
35960.23437967905;14.793408311881416
35950.10137664189;14.792070474197349
35939.968396555734;14.790719594895737
35929.83539351857;14.78935542922233
35919.70239048142;14.787977735952756
35909.569387444266;14.786586265010722
35899.4364073581;14.785180763532487
35889.30340432095;14.78376092292575
35879.17040128379;14.782326548429594
35869.03742119763;14.780877336748459
35858.90441816047;14.779412999351678
35848.771415123316;14.777933250542567
35838.63843503715;14.776437797542611
35828.505432;14.774926264782346
35818.16481832671;14.773501417480983
35807.82420465342;14.772083589507364
35797.48359022896;14.770672578938427
35787.142977306845;14.76926837834412
35776.80236138004;14.767870777036537
35766.46174845792;14.766479760396635
35756.12113553581;14.765095251897009
35745.7805226137;14.763717176205802
35735.43990969159;14.762345458768548
35725.099290760074;14.760980025005487
35714.75867783796;14.759620803471153
35704.418064915844;14.758267662385192
35694.07745199373;14.756920636928712
35683.736839071615;14.75557960865686
35673.3962261495;14.754244507443236
35663.05561322739;14.752915263864693
35652.71500030528;14.751591809191195
35642.37438738317;14.750274075375787
35632.03377446106;14.748961995044672
35621.69314952014;14.747655493225867
35611.35253659803;14.746354524948067
35601.01192367592;14.745059011970394
35590.67131075381;14.74376888952273
35580.33069783169;14.742484093460263
35569.99008490958;14.741204560254218
35559.64947198747;14.73993022698269
35549.30885906535;14.738661031321564
35538.96824614324;14.737396872260932
35528.62763322113;14.736137762464093
35518.287020299016;14.734883606736195
35507.946407376905;14.733634345061471
35497.605794454794;14.732389917978054
35487.265181532675;14.73115026656949
35476.924568610564;14.729915332456338
35466.58395568845;14.728685057787873
35456.24334276634;14.72745932695648
35445.90272984422;14.726238190032346
35435.56211692211;14.725021542029546
35425.221504;14.72380932704432
35415.03102386713;14.72269000959038
35404.840543734266;14.721580767043289
35394.650062861125;14.72048132293158
35384.459583468524;14.719391577112887
35374.26910111485;14.718311429766963
35364.07862172225;14.71724078323709
35353.88814232965;14.716179539959217
35343.69766293705;14.71512760370929
35333.507183544454;14.714084879278014
35323.316698229704;14.713051271862842
35313.126218837104;14.712026689455426
35302.9357394445;14.71101103922771
35292.7452600519;14.710004229929975
35282.5547806593;14.709006171277641
35272.3643012667;14.708016773941418
35262.1738218741;14.707035949537484
35251.9833424815;14.7060636106177
35241.7928630889;14.705099670659848
35231.6023836963;14.704144044057907
35221.4118924594;14.703196668731968
35211.2214130668;14.702257415696442
35201.0309336742;14.701326224439718
35190.8404542816;14.700403012922472
35180.649974889;14.699487699973782
35170.4594954964;14.698580205281619
35160.2690161038;14.6976804493834
35150.0785367112;14.696788353656554
35139.888057318596;14.695903840309152
35129.697577925996;14.695026832370557
35119.507098533395;14.694157253682137
35109.316619140795;14.693295028887999
35099.126139748194;14.692440083425767
35088.9356603556;14.691592343517417
35078.745180963;14.690751736160129
35068.5547015704;14.689918189117197
35058.3642221778;14.689091630908965
35048.1737427852;14.688271990803816
35037.9832633926;14.687459198809185
35027.792784;14.686653147594926
35017.65559304894;14.685766625271366
35007.518402097885;14.684877498296995
34997.38121039155;14.683985720768504
34987.24402019577;14.683091279537246
34977.10683;14.682194161030484
34966.969636783106;14.681294351446986
34956.832449608446;14.680391837966333
34946.695256391555;14.679486605792194
34936.558069216895;14.678578642188091
34926.420876000004;14.67766793215996
34916.283682783105;14.676754462239558
34906.14648956621;14.675838218320436
34896.009308433786;14.674919187294654
34885.872115216895;14.673997352666223
34875.734921999996;14.673072701123644
34865.597728783105;14.67214521815999
34855.46053556621;14.671214889165869
34845.323354433785;14.670281700542642
34835.186161216894;14.669345635248217
34825.048968;14.668406700797814
34814.91178686758;14.667464843525165
34804.77458156621;14.66652006341111
34794.63740043379;14.665572349715614
34784.50019513242;14.664621682564999
34774.363014;14.663668051027432
34764.22583286758;14.662711437263386
34754.088627566205;14.661751823292317
34743.951446433784;14.660789197887333
34733.81424113242;14.659823540540732
34723.67706;14.658854839823865
34713.53987886758;14.657883077287817
34703.40267356621;14.656908234336385
34693.26549243379;14.655930299230468
34683.12828713242;14.654949250798879
34672.991106;14.653965077090175
34662.85392486758;14.652977759016876
34652.71671956621;14.651987277337577
34642.57953843379;14.650993619774008
34632.44233313242;14.649996764460274
34622.305152;14.648996588266497
34612.16913988979;14.648009867727762
34602.033127779585;14.64702314321192
34591.89711566937;14.646036402606345
34581.76110355916;14.645049642684539
34571.625088352666;14.644062859912484
34561.489079338746;14.643076051955788
34551.35306413225;14.642089214363756
34541.21705511833;14.641102345091019
34531.081039911835;14.640115439674224
34520.94502470534;14.639128495452383
34510.809009498844;14.638141509155142
34500.67300667749;14.637154478711706
34490.536991470995;14.636167398426519
34480.4009762645;14.635180266215494
34470.264961058005;14.634193078781799
34460.12895823666;14.633205834028166
34449.992943030156;14.632218526231512
34439.85692782367;14.631231153280723
